,id,value,feed_id,created_at,lat,lon,ele
12009,0EZY24RXHAEXN1QRAQ2HZJYWQQ,"{""light"": ""507"", ""temp"": ""24.06"", ""humid"": ""52""}",1839383,2022-04-04 08:11:45 UTC,,,
12010,0EZY24WKBKEP9NZQ2FG2F089J3,"{""light"": ""517"", ""temp"": ""24.06"", ""humid"": ""52""}",1839383,2022-04-04 08:11:57 UTC,,,
12011,0EZY2508KSE3YYSS5CY6JEYG01,"{""light"": ""511"", ""temp"": ""24.05"", ""humid"": ""52""}",1839383,2022-04-04 08:12:09 UTC,,,
12012,0EZY253XWR5B5AM5ERV448VEW6,"{""light"": ""527"", ""temp"": ""24.05"", ""humid"": ""52""}",1839383,2022-04-04 08:12:21 UTC,,,
12013,0EZY257KAH75VF7Z2TSMK5T3R6,"{""light"": ""518"", ""temp"": ""24.06"", ""humid"": ""52""}",1839383,2022-04-04 08:12:33 UTC,,,
12014,0EZY25B8TR60KWCGQED6PAVD6Y,"{""light"": ""560"", ""temp"": ""24.05"", ""humid"": ""52""}",1839383,2022-04-04 08:12:45 UTC,,,
12015,0EZY25F3RBGJT3FXDN8Y78019N,"{""light"": ""556"", ""temp"": ""24.06"", ""humid"": ""52""}",1839383,2022-04-04 08:12:58 UTC,,,
12016,0EZY25JKJX8CFMVV7HNBB7FF98,"{""light"": ""436"", ""temp"": ""24.06"", ""humid"": ""53""}",1839383,2022-04-04 08:13:09 UTC,,,
12017,0EZY25P98C21K5R0DGVB38Y7R2,"{""light"": ""515"", ""temp"": ""24.05"", ""humid"": ""52""}",1839383,2022-04-04 08:13:21 UTC,,,
12018,0EZY25SYY81DB0SFDPRRFZ6S3J,"{""light"": ""419"", ""temp"": ""24.05"", ""humid"": ""52""}",1839383,2022-04-04 08:13:33 UTC,,,
12019,0EZY25XM7TMGQB7TJTCB9VXC67,"{""light"": ""471"", ""temp"": ""24.04"", ""humid"": ""52""}",1839383,2022-04-04 08:13:45 UTC,,,
12020,0EZY2627AY1NDPV0EMEN426W0W,"{""light"": ""531"", ""temp"": ""24.05"", ""humid"": ""52""}",1839383,2022-04-04 08:14:00 UTC,,,
12023,0EZY26QFPK2RVR6W9B3MG2P3EP,"{""temp"": ""24.05"", ""humid"": ""53"", ""light"": ""486""}",1839383,2022-04-04 08:15:10 UTC,,,
12024,0EZY26V58747M7WVKHQA333113,"{""temp"": ""24.04"", ""humid"": ""53"", ""light"": ""466""}",1839383,2022-04-04 08:15:22 UTC,,,
12026,0EZY26YTPWNGF85AHQSWJYT8Y3,"{""temp"": ""24.05"", ""humid"": ""53"", ""light"": ""497""}",1839383,2022-04-04 08:15:34 UTC,,,
12027,0EZY272G0PSKB2XTHFRA6TSF6T,"{""temp"": ""24.05"", ""humid"": ""52"", ""light"": ""520""}",1839383,2022-04-04 08:15:46 UTC,,,
12028,0EZY2765J6VWX23H3R3BDF919M,"{""temp"": ""24.05"", ""humid"": ""53"", ""light"": ""471""}",1839383,2022-04-04 08:15:58 UTC,,,
12029,0EZY279VTE08RNKFFME2YGMCGS,"{""temp"": ""24.05"", ""humid"": ""52"", ""light"": ""471""}",1839383,2022-04-04 08:16:10 UTC,,,
12030,0EZY27DGMRPDSV5AF85V9WG1XH,"{""temp"": ""24.05"", ""humid"": ""52"", ""light"": ""475""}",1839383,2022-04-04 08:16:22 UTC,,,
12031,0EZY27H6KK0DQVCZC9K377SGPZ,"{""temp"": ""24.05"", ""humid"": ""52"", ""light"": ""472""}",1839383,2022-04-04 08:16:34 UTC,,,
12032,0EZY27MW0PGHVXJJWVDST2H6YS,"{""temp"": ""24.05"", ""humid"": ""52"", ""light"": ""484""}",1839383,2022-04-04 08:16:46 UTC,,,
12033,0EZY27RH7J4XVYWWSGYDHR3J9H,"{""temp"": ""24.05"", ""humid"": ""52"", ""light"": ""528""}",1839383,2022-04-04 08:16:58 UTC,,,
12034,0EZY27W68QYZYKF69G3G0ADBMX,"{""temp"": ""24.04"", ""humid"": ""52"", ""light"": ""485""}",1839383,2022-04-04 08:17:10 UTC,,,
12036,0EZY27ZVQ4S70Y9ECWRCQYPYG3,"{""temp"": ""24.04"", ""humid"": ""52"", ""light"": ""529""}",1839383,2022-04-04 08:17:22 UTC,,,
12040,0EZY283H9A6ZFZSSEA79DRYHRM,"{""temp"": ""24.04"", ""humid"": ""53"", ""light"": ""503""}",1839383,2022-04-04 08:17:34 UTC,,,
12043,0EZY2876QMB5S2GAXGT0TY5Q9Y,"{""temp"": ""24.04"", ""humid"": ""53"", ""light"": ""519""}",1839383,2022-04-04 08:17:46 UTC,,,
12047,0EZY28AWNGR8HE5KSMM6VM4EM8,"{""temp"": ""24.05"", ""humid"": ""52"", ""light"": ""499""}",1839383,2022-04-04 08:17:58 UTC,,,
12050,0EZY28EHMQ8GQZC1ETYDDGS1XY,"{""temp"": ""24.04"", ""humid"": ""52"", ""light"": ""531""}",1839383,2022-04-04 08:18:10 UTC,,,
12053,0EZY28J74A8EH24FPYJBVTG6WB,"{""temp"": ""24.04"", ""humid"": ""52"", ""light"": ""474""}",1839383,2022-04-04 08:18:22 UTC,,,
12057,0EZY28NWMZCGJSNP1RJDQ5J0VQ,"{""temp"": ""24.04"", ""humid"": ""52"", ""light"": ""520""}",1839383,2022-04-04 08:18:34 UTC,,,
12060,0EZY28SJ03HVM0NTBB0YFY7EAJ,"{""temp"": ""24.04"", ""humid"": ""53"", ""light"": ""527""}",1839383,2022-04-04 08:18:46 UTC,,,
12064,0EZY28X8A9NV9Z6NECA1K8GBAR,"{""temp"": ""24.05"", ""humid"": ""52"", ""light"": ""521""}",1839383,2022-04-04 08:18:58 UTC,,,
12067,0EZY290XABT3B0Z6J54WMCHES3,"{""temp"": ""24.05"", ""humid"": ""53"", ""light"": ""486""}",1839383,2022-04-04 08:19:10 UTC,,,
12070,0EZY295GBD4DT606K1W35PK4MX,"{""temp"": ""24.06"", ""humid"": ""52"", ""light"": ""520""}",1839383,2022-04-04 08:19:25 UTC,,,
12072,0EZY2995GD6T6YBJ2J2S2R7E55,"{""temp"": ""24.06"", ""humid"": ""53"", ""light"": ""481""}",1839383,2022-04-04 08:19:37 UTC,,,
12073,0EZY29GGBQW3S8RWTAGH7H8W52,"{""temp"": ""24.06"", ""humid"": ""52"", ""light"": ""473""}",1839383,2022-04-04 08:20:02 UTC,,,
12074,0EZY29M6JHX9RYFAHQPNHZFVXX,"{""temp"": ""24.07"", ""humid"": ""51"", ""light"": ""485""}",1839383,2022-04-04 08:20:14 UTC,,,
12075,0EZY29QVREDS2F1F8S51SQ9GX2,"{""temp"": ""24.07"", ""humid"": ""51"", ""light"": ""481""}",1839383,2022-04-04 08:20:26 UTC,,,
12076,0EZY29VGXBKAWGN5MRK50G2YHB,"{""temp"": ""24.07"", ""humid"": ""51"", ""light"": ""495""}",1839383,2022-04-04 08:20:38 UTC,,,
12077,0EZY29Z6AWFFTTB162EAVHD4PX,"{""temp"": ""24.06"", ""humid"": ""52"", ""light"": ""529""}",1839383,2022-04-04 08:20:50 UTC,,,
12078,0EZY2A2W0MYTHSQADKDDRDSF52,"{""temp"": ""24.07"", ""humid"": ""52"", ""light"": ""475""}",1839383,2022-04-04 08:21:02 UTC,,,
12079,0EZY2A6HM78DVYG1NRK168KF0X,"{""temp"": ""24.07"", ""humid"": ""51"", ""light"": ""526""}",1839383,2022-04-04 08:21:14 UTC,,,
12080,0EZY2AA7KAJ7F9MQCQX36080DK,"{""temp"": ""24.06"", ""humid"": ""51"", ""light"": ""480""}",1839383,2022-04-04 08:21:26 UTC,,,
12081,0EZY2ADWFNX826H7B1BD94X26N,"{""temp"": ""24.07"", ""humid"": ""51"", ""light"": ""501""}",1839383,2022-04-04 08:21:38 UTC,,,
12082,0EZY2AHHVDC9QMTYP2SDFHXBA0,"{""temp"": ""24.07"", ""humid"": ""51"", ""light"": ""516""}",1839383,2022-04-04 08:21:50 UTC,,,
12083,0EZY2AN79ENXX4W3JM43HW8CBN,"{""temp"": ""24.06"", ""humid"": ""51"", ""light"": ""482""}",1839383,2022-04-04 08:22:02 UTC,,,
12084,0EZY2ARWZFMA04KTJPSSNDMZCT,"{""temp"": ""24.07"", ""humid"": ""51"", ""light"": ""489""}",1839383,2022-04-04 08:22:14 UTC,,,
12085,0EZY2AWJG6VGY4HJXNVE5MRZ1N,"{""temp"": ""24.06"", ""humid"": ""51"", ""light"": ""487""}",1839383,2022-04-04 08:22:26 UTC,,,
12086,0EZY2B07Y888QVCCBHN8H8AJJB,"{""temp"": ""24.06"", ""humid"": ""51"", ""light"": ""495""}",1839383,2022-04-04 08:22:38 UTC,,,
12087,0EZY2B3XNQNBVN642TM4D5K5VQ,"{""temp"": ""24.05"", ""humid"": ""51"", ""light"": ""510""}",1839383,2022-04-04 08:22:50 UTC,,,
12088,0EZY2B7JV1PFXXEGWES14XGRM9,"{""temp"": ""24.06"", ""humid"": ""51"", ""light"": ""513""}",1839383,2022-04-04 08:23:02 UTC,,,
12089,0EZY2BB8BFZHSTRA6HGD59J77T,"{""temp"": ""24.06"", ""humid"": ""51"", ""light"": ""512""}",1839383,2022-04-04 08:23:14 UTC,,,
12090,0EZY2BEXW220N37KXY4ATH7E0E,"{""temp"": ""24.06"", ""humid"": ""51"", ""light"": ""465""}",1839383,2022-04-04 08:23:26 UTC,,,
12091,0EZY2BJKNKK7A12CYPGPPP3PN2,"{""temp"": ""24.06"", ""humid"": ""51"", ""light"": ""502""}",1839383,2022-04-04 08:23:38 UTC,,,
12092,0EZY2BP8XVV41RSE5B9EMPSXDJ,"{""temp"": ""24.05"", ""humid"": ""51"", ""light"": ""480""}",1839383,2022-04-04 08:23:50 UTC,,,
12093,0EZY2BSYH28RZA59D7VNESXSH5,"{""temp"": ""24.05"", ""humid"": ""51"", ""light"": ""473""}",1839383,2022-04-04 08:24:02 UTC,,,
12094,0EZY2BYHCVGK2AEMXWP3BWWR43,"{""temp"": ""24.05"", ""humid"": ""51"", ""light"": ""520""}",1839383,2022-04-04 08:24:17 UTC,,,
12095,0EZY2C26SZ6WG1WADJJW8XASQ2,"{""temp"": ""24.04"", ""humid"": ""51"", ""light"": ""502""}",1839383,2022-04-04 08:24:29 UTC,,,
12096,0EZY2C5WQD51YH5KJ8T4RWBK5M,"{""temp"": ""24.05"", ""humid"": ""51"", ""light"": ""508""}",1839383,2022-04-04 08:24:41 UTC,,,
12097,0EZY2C9HMFXWGKMBKEV1AVC0SX,"{""temp"": ""24.05"", ""humid"": ""51"", ""light"": ""510""}",1839383,2022-04-04 08:24:53 UTC,,,
12098,0EZY2CD72BCKE4W0RR2Z19MS3B,"{""temp"": ""24.05"", ""humid"": ""51"", ""light"": ""535""}",1839383,2022-04-04 08:25:05 UTC,,,
12099,0EZY2CGWR6J4YSXH3D5M39TN21,"{""temp"": ""24.05"", ""humid"": ""51"", ""light"": ""513""}",1839383,2022-04-04 08:25:17 UTC,,,
12100,0EZY2CMJ4N78DW8Q4EVN2TZTR4,"{""temp"": ""24.04"", ""humid"": ""65"", ""light"": ""565""}",1839383,2022-04-04 08:25:29 UTC,,,
12101,0EZY2CR7PHGAEQ3YHJHWXSWWEP,"{""temp"": ""25.05"", ""humid"": ""91"", ""light"": ""477""}",1839383,2022-04-04 08:25:41 UTC,,,
12102,0EZY2CVX5N7JQS0XCCDD5MGZV5,"{""temp"": ""27.03"", ""humid"": ""93"", ""light"": ""434""}",1839383,2022-04-04 08:25:53 UTC,,,
12103,0EZY2CZKBKQGJMKGZ87B6NVCYN,"{""temp"": ""28.03"", ""humid"": ""71"", ""light"": ""374""}",1839383,2022-04-04 08:26:06 UTC,,,
12104,0EZY2D389G0FKR8YSYKKQDXW7F,"{""temp"": ""28.08"", ""humid"": ""52"", ""light"": ""325""}",1839383,2022-04-04 08:26:18 UTC,,,
12105,0EZY2D6XMZRJ9QZE51NR41F63J,"{""temp"": ""29"", ""humid"": ""75"", ""light"": ""344""}",1839383,2022-04-04 08:26:30 UTC,,,
12106,0EZY2DAK61VD1RTM35DC9X6D11,"{""temp"": ""29.04"", ""humid"": ""83"", ""light"": ""374""}",1839383,2022-04-04 08:26:42 UTC,,,
12107,0EZY2DE8KCN4CSBHBQEFW621F1,"{""temp"": ""29.07"", ""humid"": ""85"", ""light"": ""442""}",1839383,2022-04-04 08:26:54 UTC,,,
12108,0EZY2DHY018P3F94CGK6X9TRFG,"{""temp"": ""30.01"", ""humid"": ""86"", ""light"": ""446""}",1839383,2022-04-04 08:27:06 UTC,,,
12109,0EZY2DNKHVQWK12TG06TKQE7K5,"{""temp"": ""30.04"", ""humid"": ""47"", ""light"": ""462""}",1839383,2022-04-04 08:27:18 UTC,,,
12110,0EZY2DRBQR4GG25DFXRPNZ16ZV,"{""temp"": ""30"", ""humid"": ""43"", ""light"": ""479""}",1839383,2022-04-04 08:27:27 UTC,,,
12111,0EZY2DW19RBQ713X9HHDAF7KRA,"{""temp"": ""29.07"", ""humid"": ""42"", ""light"": ""378""}",1839383,2022-04-04 08:27:39 UTC,,,
12112,0EZY2DZPSR0YRW90393Y0KTKYE,"{""temp"": ""29.04"", ""humid"": ""43"", ""light"": ""380""}",1839383,2022-04-04 08:27:51 UTC,,,
12113,0EZY2E3CBPCPXAKXC5G92RQY7P,"{""temp"": ""29"", ""humid"": ""43"", ""light"": ""399""}",1839383,2022-04-04 08:28:03 UTC,,,
12114,0EZY2E71YYVC800154MW8QMJWY,"{""temp"": ""28.08"", ""humid"": ""43"", ""light"": ""398""}",1839383,2022-04-04 08:28:15 UTC,,,
12115,0EZY2EAQC7H2SVYF1F6BK9EGSB,"{""temp"": ""28.05"", ""humid"": ""44"", ""light"": ""397""}",1839383,2022-04-04 08:28:27 UTC,,,
12116,0EZY2EED16DXTFEBDBEKF4F7RH,"{""temp"": ""28.01"", ""humid"": ""45"", ""light"": ""399""}",1839383,2022-04-04 08:28:39 UTC,,,
12117,0EZY2EJ2EVQ04H8XNK4064Y47E,"{""temp"": ""27.09"", ""humid"": ""44"", ""light"": ""399""}",1839383,2022-04-04 08:28:51 UTC,,,
12118,0EZY2EX9057MS4YY8NYN855F5M,"{""temp"": ""27.04"", ""humid"": ""45"", ""light"": ""443""}",1839383,2022-04-04 08:29:28 UTC,,,
12119,0EZY2F0YNE3SV2NE1M12M5WWFH,"{""temp"": ""27.03"", ""humid"": ""46"", ""light"": ""449""}",1839383,2022-04-04 08:29:40 UTC,,,
12120,0EZY2F463A3EFP32A2PNYWHDW3,"{""temp"": ""27"", ""humid"": ""46"", ""light"": ""433""}",1839383,2022-04-04 08:29:50 UTC,,,
12121,0EZY2F8WKBX6564Q94S096ZHHN,"{""light"": ""393"", ""temp"": ""26.06"", ""humid"": ""47""}",1839383,2022-04-04 08:30:06 UTC,,,
12122,0EZY2FD0A8BQG91XPPESPRTJ94,"{""light"": ""373"", ""temp"": ""26.05"", ""humid"": ""47""}",1839383,2022-04-04 08:30:19 UTC,,,
12123,0EZY2FG7RP701WWCF2PFF6Z2QD,"{""light"": ""403"", ""temp"": ""26.03"", ""humid"": ""48""}",1839383,2022-04-04 08:30:30 UTC,,,
12124,0EZY2FKWVZBWVR99F7KNYAYFHQ,"{""light"": ""361"", ""temp"": ""26.02"", ""humid"": ""48""}",1839383,2022-04-04 08:30:42 UTC,,,
12125,0EZY2FQJZ3SJ1954VCC11X6MNF,"{""light"": ""274"", ""temp"": ""26.02"", ""humid"": ""48""}",1839383,2022-04-04 08:30:54 UTC,,,
12126,0EZY2FV7YKFMKPXDM3DZGZ495B,"{""light"": ""294"", ""temp"": ""26.02"", ""humid"": ""48""}",1839383,2022-04-04 08:31:06 UTC,,,
12127,0EZY2FYXVBQ6JFBT7DBFSHN7DM,"{""light"": ""279"", ""temp"": ""26.02"", ""humid"": ""48""}",1839383,2022-04-04 08:31:18 UTC,,,
12128,0EZY2G3GC03M3MPXETWM5G5M58,"{""light"": ""198"", ""temp"": ""26"", ""humid"": ""48""}",1839383,2022-04-04 08:31:33 UTC,,,
12129,0EZY2G68HXGNY0KPZG35Q581Z2,"{""light"": ""172"", ""temp"": ""26.05"", ""humid"": ""95""}",1839383,2022-04-04 08:31:42 UTC,,,
12130,0EZY2G9Y192TA7PHFYQ1BZBSAX,"{""light"": ""192"", ""temp"": ""27.06"", ""humid"": ""95""}",1839383,2022-04-04 08:31:54 UTC,,,
12131,0EZY2GDKHXNB739P3KAT483X1C,"{""light"": ""173"", ""temp"": ""28.08"", ""humid"": ""95""}",1839383,2022-04-04 08:32:06 UTC,,,
12132,0EZY2GH90AN7Y0QRS7DBMPDB92,"{""light"": ""181"", ""temp"": ""29.05"", ""humid"": ""95""}",1839383,2022-04-04 08:32:18 UTC,,,
12133,0EZY2GMYM1FWMRRMNBQW3HYJ5M,"{""light"": ""176"", ""temp"": ""30.03"", ""humid"": ""95""}",1839383,2022-04-04 08:32:30 UTC,,,
12134,0EZY2GRKYW3ETKQV7ZCN6ACE21,"{""light"": ""180"", ""temp"": ""30.08"", ""humid"": ""95""}",1839383,2022-04-04 08:32:42 UTC,,,
12135,0EZY2GW9HCWBQJ92HK694V3D9V,"{""light"": ""182"", ""temp"": ""31.03"", ""humid"": ""95""}",1839383,2022-04-04 08:32:54 UTC,,,
12136,0EZY2GZZ3N8A0ZAEC4FDWVKPFQ,"{""light"": ""155"", ""temp"": ""31.05"", ""humid"": ""95""}",1839383,2022-04-04 08:33:06 UTC,,,
12137,0EZY2H3MMZP5QRZ2VN1VKBQ40S,"{""light"": ""154"", ""temp"": ""31.06"", ""humid"": ""95""}",1839383,2022-04-04 08:33:18 UTC,,,
12138,0EZY2H7A5FQZ2173WFAJM8279F,"{""light"": ""153"", ""temp"": ""31"", ""humid"": ""78""}",1839383,2022-04-04 08:33:30 UTC,,,
12139,0EZY2HAZQPMTQBQS8BR65P90GV,"{""light"": ""156"", ""temp"": ""30.02"", ""humid"": ""76""}",1839383,2022-04-04 08:33:42 UTC,,,
12140,0EZY2HEN374S53S4NCJSATRHTZ,"{""light"": ""163"", ""temp"": ""29.05"", ""humid"": ""78""}",1839383,2022-04-04 08:33:54 UTC,,,
12141,0EZY2HJB0HEGSFVE27YQ0715NH,"{""light"": ""163"", ""temp"": ""28.08"", ""humid"": ""80""}",1839383,2022-04-04 08:34:06 UTC,,,
12142,0EZY2HP047AE0ZB0NX2YNJVEG2,"{""light"": ""244"", ""temp"": ""28.01"", ""humid"": ""84""}",1839383,2022-04-04 08:34:18 UTC,,,
12143,0EZY2HSNPQVKHWZRSGZT13C831,"{""light"": ""240"", ""temp"": ""27.05"", ""humid"": ""85""}",1839383,2022-04-04 08:34:30 UTC,,,
12144,0EZY2HXB9S7V3QAF4DFFKMBG1A,"{""light"": ""237"", ""temp"": ""26.09"", ""humid"": ""89""}",1839383,2022-04-04 08:34:42 UTC,,,
12145,0EZY2J10SEEVQYC6VT014N7492,"{""light"": ""217"", ""temp"": ""26.04"", ""humid"": ""90""}",1839383,2022-04-04 08:34:54 UTC,,,
12146,0EZY2J4P9RAKQYGC6733E1C8VB,"{""light"": ""235"", ""temp"": ""25.09"", ""humid"": ""92""}",1839383,2022-04-04 08:35:07 UTC,,,
12147,0EZY2J8BYFHRG6T0ZJN4GGN28K,"{""light"": ""227"", ""temp"": ""25.05"", ""humid"": ""93""}",1839383,2022-04-04 08:35:19 UTC,,,
12148,0EZY2JC1MF25C32T161XB7K09W,"{""light"": ""238"", ""temp"": ""25.01"", ""humid"": ""95""}",1839383,2022-04-04 08:35:31 UTC,,,
12149,0EZY2JGMF7TEWH9W0G6TE8PX8K,"{""light"": ""226"", ""temp"": ""24.07"", ""humid"": ""95""}",1839383,2022-04-04 08:35:46 UTC,,,
12150,0EZY2JMA3RXQ6TG6ZT9EEN545V,"{""light"": ""222"", ""temp"": ""24.05"", ""humid"": ""95""}",1839383,2022-04-04 08:35:58 UTC,,,
12151,0EZY2JQZG99XGJ25W2D8J3XWW5,"{""light"": ""231"", ""temp"": ""24.02"", ""humid"": ""95""}",1839383,2022-04-04 08:36:10 UTC,,,
12152,0EZY2JVMXGTWYBPJYX5FHHBDKP,"{""light"": ""238"", ""temp"": ""24.01"", ""humid"": ""95""}",1839383,2022-04-04 08:36:22 UTC,,,
12153,0EZY2JZAF8GXA4J95FFGZRZWZX,"{""light"": ""226"", ""temp"": ""23.08"", ""humid"": ""95""}",1839383,2022-04-04 08:36:34 UTC,,,
12154,0EZY2K2ZZETXEJ5DBJ06DF5TV0,"{""light"": ""236"", ""temp"": ""23.07"", ""humid"": ""95""}",1839383,2022-04-04 08:36:46 UTC,,,
12155,0EZY2K6NMNG0JN2BVSN7N7EHVS,"{""light"": ""238"", ""temp"": ""23.05"", ""humid"": ""95""}",1839383,2022-04-04 08:36:58 UTC,,,
12156,0EZY2KAAZG1H9QSRZQCR1C59BH,"{""light"": ""249"", ""temp"": ""23.03"", ""humid"": ""95""}",1839383,2022-04-04 08:37:10 UTC,,,
12157,0EZY2KE0E10XXTN1ZJWT89NTTN,"{""light"": ""229"", ""temp"": ""23.02"", ""humid"": ""95""}",1839383,2022-04-04 08:37:22 UTC,,,
12158,0EZY2KMJ9BRCYZ7KA1ZENAMNN1,"{""light"": ""215"", ""temp"": ""23.01"", ""humid"": ""66""}",1839383,2022-04-04 08:37:43 UTC,,,
12159,0EZY2KR8QA3NXCC9NPY4EGWM40,"{""light"": ""211"", ""temp"": ""23.02"", ""humid"": ""64""}",1839383,2022-04-04 08:37:56 UTC,,,
12160,0EZY2KVYQSVA1D3JG98E23N0BR,"{""light"": ""212"", ""temp"": ""23.03"", ""humid"": ""62""}",1839383,2022-04-04 08:38:08 UTC,,,
12161,0EZY2KZP45X9ETPZGH4YFS24XY,"{""light"": ""220"", ""temp"": ""23.04"", ""humid"": ""71""}",1839383,2022-04-04 08:38:20 UTC,,,
12162,0EZY2M3B8SSFD8CMZ3TMV49TKJ,"{""light"": ""239"", ""temp"": ""23.06"", ""humid"": ""62""}",1839383,2022-04-04 08:38:32 UTC,,,
12163,0EZY2M71HDF72202C84RJ9H7XY,"{""light"": ""224"", ""temp"": ""23.08"", ""humid"": ""60""}",1839383,2022-04-04 08:38:44 UTC,,,
12164,0EZY2MAQWDG8F3Y3KRQAPMQEV1,"{""light"": ""237"", ""temp"": ""23.08"", ""humid"": ""59""}",1839383,2022-04-04 08:38:56 UTC,,,
12165,0EZY2MEDYMYHNZ84W8F3G7WSEA,"{""light"": ""237"", ""temp"": ""23.08"", ""humid"": ""58""}",1839383,2022-04-04 08:39:08 UTC,,,
12166,0EZY2MJDQ8K45W9DTEAY9FW532,"{""light"": ""229"", ""temp"": ""24"", ""humid"": ""58""}",1839383,2022-04-04 08:39:21 UTC,,,
12167,0EZY2MNGTFF601S78Q0SYXYXW7,"{""light"": ""211"", ""temp"": ""24.01"", ""humid"": ""57""}",1839383,2022-04-04 08:39:31 UTC,,,
